F990_TOTAL_ASSETS_RECENT,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_NAME_CURRENT,Total_Assets
31.169,NC,Mecklenburg County,SOUTH CAROLINA STATE UNIVERSITY NATIONAL ALUMNI ASSOCIATION,0.031169
29.97,MN,Hennepin County,HOPKINS HIGH SCHOOL BAND BOOSTERS ASSOCIATION,0.02997
8336.478,FL,Broward County,BROWARD CHILDRENS CENTER SUPORTING FOUNDATION INC,8.336478
9372.917,UT,Utah County,WALDEN SCHOOL,9.372917
495.502,CT,Greater Bridgeport Planning Region,FRIENDS OF THE FAIRFIELD PUBLIC LIBRARY INC,0.495502
585.103,NC,Clay County,REACH OF CLAY COUNTY INC,0.585103
521.745,DC,District of Columbia,MERCY CENTER FOUNDATION USA INC,0.521745
1637.106,IL,Cook County,AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION,1.637106
6301.985,CA,Los Angeles County,PACIFICA CHRISTIAN HIGH SCHOOL,6.301985
218.68,VA,Louisa County,LOUISA DOWNTOWN DEVELOPMENT CORPORATION,0.21868
15716.808,PA,Philadelphia County,2800 AMERICAN STREET COMPANY,15.716808
67.032,HI,Honolulu County,HAWAII FAMILY LAW CLINIC,0.067032
305.899,VA,Virginia Beach city,ENTREPRENEURS ORGANIZATION,0.305899
230.774,SC,Richland County,FAST FORWARD,0.230774
487.971,WV,Cabell County,ASSALEY PLACE INC,0.487971
2827.796,MA,Essex County,INDIAN ROCK SUPPORTIVE HOUSING INC,2.827796
882.494,OR,Curry County,CURRY PUBLIC TRANSIT,0.882494
75.037,CA,San Francisco County,PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC,0.075037
2264.374,NV,Clark County,FIRST NV,2.264374
2562.264,VA,Charlottesville city,MUNICIPAL BAND OF CHARLOTTESVILLE INC,2.562264
3111.518,VA,Southampton County,BLACKWATER REGIONAL LIBRARY,3.111518
68915.793,VA,Roanoke city,THE TAUBMAN MUSEUM OF ART,68.915793
54160.094,VA,Richmond city,ST CATHERINES SCHOOL FOUNDATION,54.160094
7643.427,VA,Virginia Beach city,DOLPHIN SCHOLARSHIP FOUNDATION,7.643427
793.155,VA,Isle of Wight County,SMITHFIELD VOLUNTEER FIRE DEPARTMENT INCORPORATED,0.793155
384.415,VA,Mecklenburg County,MECKLENBURG SCHOLARSHIP ASSOCIATION INC,0.384415
82.589,VA,Suffolk city,LOUISE OBICI MEMORIAL HOSPITAL AUXILIARY,0.082589
2575.305,VA,Spotsylvania County,RAPPAHANNOCK UNITED WAY INC,2.575305
33.324,VA,Scott County,FAMILY CAREER AND COMMUNITY LEADERS OF AMERICA INC,0.033324
1060.42,VA,Roanoke County,ROANOKE COUNCIL OF GARDEN CLUBS INC,1.06042
604.211,VA,Virginia Beach city,JUNIOR LEAGUE OF NORFOLK-VIRGINIA BEACH INCORPORATED,0.604211
3821.053,VA,Alexandria city,LITTLE THEATRE OF ALEXANDRIA INC,3.821053
613.661,VA,James City County,VIRGINIA MUSIC EDUCATORS ASSOCIATION INC,0.613661
1448.48,VA,Hanover County,ASHLAND RESCUE SQUAD INC,1.44848
555.231,VA,Lynchburg city,JUNIOR LEAGUE OF LYNCHBURG VA,0.555231
10853.342,VA,Richmond city,RICHMOND BALLET INC,10.853342
384.808,VA,Montgomery County,THE KIWANIS CLUB OF CHRISTIANSBURG,0.384808
2877.244,VA,Orange County,ORANGE VOLUNTEER FIRE CO INC,2.877244
70082.326,VA,Albemarle County,UNIVERSITY OF VIRGINIA ENGINEERING FOUNDATION INC,70.082326
1924.428,VA,Portsmouth city,PORTSMOUTH SERVICE LEAGUE INCORPORATED,1.924428
101.894,VA,York County,3460714 YORK COUNTY AMERICAN LL,0.101894
1966.567,VA,Greensville County,GREENSVILLE VOLUNTEER RESCUE SQUAD INC,1.966567
8266.032,VA,Loudoun County,ARCOLA VOLUNTEER FIRE DEPARTMENT INC,8.266032
19241.994,VA,Newport News city,VIRGINIA LIVING MUSEUM INC,19.241994
522.956,VA,Richmond city,CULTUREWORKS INC,0.522956
142.98,VA,Danville city,SIGHT CONSERVATION COMMITTEE OF DANVILLE -HOST - LIONS CLUB,0.14298
1741.776,VA,Sussex County,INTERNATIONAL UNION OF OPERATING ENGINEERS 147 APPRENTICESHIPS FUND,1.741776
15263.812,VA,Fairfax County,THE GEORGE MASON UNIVERSITY INSTRUCTIONAL FOUNDATION INC,15.263812
1235.886,VA,Norfolk city,YOUNG AUDIENCES OF VIRGINIA INC,1.235886
126.705,VA,Staunton city,AUGUSTA COUNTY HISTORICAL SOCIETY,0.126705
879.043,VA,Campbell County,CAMPBELL COUNTY RESCUE SQUAD INC,0.879043
219.634,VA,Fairfax County,LANGLEY HIGH SCHOOL BOOSTERS,0.219634
1705.573,VA,York County,YORK COUNTY VOLUNTEER ASSOCIATION,1.705573
8966.089,VA,Rockingham County,FRIENDSHIP INDUSTRIES INC,8.966089
274.173,VA,Richmond city,VIRGINIA ASSOCIATION OF MUSEUMS,0.274173
1205.302,VA,Middlesex County,CHARLES WELLINGTON TABER FUND,1.205302
579.511,VA,Fairfax County,BOYS CLUB FUND OF THE OPTIMIST CLUB OF ARLINGTON COUNTY VIRGINIA INC,0.579511
282.186,VA,Norfolk city,SERTOMA INC,0.282186
1320.413,VA,Virginia Beach city,OCEAN PARK VOLUNTEER FIRE AND RESCUE UNIT INC,1.320413
866.212,VA,Louisa County,LAKE ANNA RESCUE INC,0.866212
1937.438,WV,Kanawha County,WEST VIRGINIA SYMPHONY ORCHESTRA INC,1.937438
5983.607,WV,Greenbrier County,DAVIS-STUART INC,5.983607
7986.975,WV,Ohio County,ST JOSEPH HEALTH INITIATIVE INC,7.986975
136855.747,WV,Upshur County,WEST VIRGINIA WESLEYAN COLLEGE,136.855747
7478.686,WV,Ohio County,CHILDRENS HOME OF WHEELING,7.478686
1102.783,WV,Ohio County,TUBERCULOSIS ASSOCIATION OF OHIO COUNTY,1.102783
1857.624,WV,Ohio County,FLORENCE CRITTENTON PROGRAMS INC,1.857624
1100.806,WV,Marion County,TYGART VALLEY UNITED WAY INC,1.100806
476.501,WV,Kanawha County,CHARLESTON BALLET INC,0.476501
27273.709,WV,Marion County,MONONGAHELA VALLEY ASSOCIATION OF HEALTH CENTERS INC,27.273709
653.594,WV,Marion County,LIONS SIGHT CONSERVATION FOUNDATION INC OF W VA,0.653594
15325.415,WV,Marion County,ST BARBARAS MEMORIAL NURSING HOME INC,15.325415
2226.31,WV,Taylor County,INTERNATIONAL MOTHERS DAY SHRINE INC,2.22631
530.881,WV,Kanawha County,WEST VIRGINIA SCHOOL BOARDS,0.530881
23210.678,WV,Ohio County,WEST LIBERTY UNIVERSITY FOUNDATION INC,23.210678
2531.752,WV,Randolph County,APPALACHIAN COMMUNITY HEALTH CENTER INC,2.531752
627.962,WV,Mercer County,MERCER COUNTY OPPORTUNITY INDUSTRIES INC,0.627962
1799.949,WV,Hardy County,EASTERN WEST VIRGINIA COMMUNITY ACTION INC,1.799949
1908.492,WV,Wyoming County,INTEGRATED RESOURCES INC,1.908492
1975.203,WV,Cabell County,FIRST BAPTIST CHURCH HOUSING ASSOCIATION,1.975203
866.913,WV,Gilmer County,GILMER COUNTY VOLUNTEER FIRE DEPARTMENT INC,0.866913
334.066,WV,Marion County,PLEASANT ACRES CHRISTIAN HAVEN ASSOCIATION,0.334066
213.945,WV,Jackson County,HERITAGE CHRISTIAN ACADEMY,0.213945
2598.506,WV,Kanawha County,DAYMARK INC,2.598506
151.498,WV,Brooke County,WEIRTON MEDICAL CENTER AUXILIARY,0.151498
552.471,WV,Preston County,KAMP CENTRAL AMBULANCE SERVICE INC,0.552471
465.137,WV,Hancock County,NEW CUMBERLAND VOL FIRE DEPT,0.465137
2162.028,WV,Preston County,PRESTON COUNTY WORKSHOP INC,2.162028
1382.34,WV,Nicholas County,SHELTERED WORKSHOP OF NICHOLAS COUNTY INC,1.38234
781.66,WV,Marion County,STEPPING STONE INCORPORATED,0.78166
850.079,WV,Brooke County,FAMILY CONNECTIONS INC,0.850079
507.51,WV,Wood County,HORIZONS CENTER FOR INDEPENDENT LIVING,0.50751
1081.308,WV,Greenbrier County,NORTHERN GREENBRIER HEALTH CLINIC INC,1.081308
465.247,WV,Morgan County,HUMANE SOCIETY OF MORGAN COUNTY INC,0.465247
2622.654,WV,Raleigh County,HUMANE SOCIETY OF RALEIGH COUNTY INC,2.622654
86.496,WV,Ohio County,WAHA INC,0.086496
2268.589,WV,Boone County,MORRISVALE VOLUNTEER FIRE DEPARTMENT INC,2.268589
3830.365,WV,Hampshire County,SPECIAL SERVICES SHELTERED WORKSHOP,3.830365
93.964,WV,Monongalia County,MORGANTOWN HOCKEY ASSOCIATION INCORPORATED,0.093964
80.854,WV,Ritchie County,HIGHLAND SCHOOL INC,0.080854
10840.373,WV,Harrison County,GENESIS YOUTH CRISIS CENTER INC,10.840373
526.279,WV,Monongalia County,WEST VIRGINIA UNIVERSITY SCHOOL OF DENTISTRY ALUMNI ASSOCIATION,0.526279
1111.177,WV,Jefferson County,POTOMAC VALLEY AUDUBON SOCIETY INC,1.111177
5227.497,WV,Roane County,ROANE COUNTY FAMILY HEALTH CARE INC,5.227497
1020.327,WV,Monongalia County,MORGANTOWN EARLY LEARNING FACILITY INC,1.020327
27999.209,WV,Cabell County,BIG GREEN SCHOLARSHIP FOUNDATION INC,27.999209
1093.833,WV,Kanawha County,PRATT COMMUNITY VOLUNTEER FIRE DEPARTMENT INC,1.093833
2625.15,WV,Berkeley County,FAITH CHRISTIAN ACADEMY INC,2.62515
2615.609,WV,Kanawha County,PUBLIC DEFENDER CORPORATION FOR 13TH JUDICIAL CIRCUIT,2.615609
7361.417,WV,Mercer County,PRINCETON RESCUE SQUAD INC,7.361417
0,WV,Upshur County,CHILD DEVELOPMENT CENTER OF CENTRAL WEST VIRGINIA INC,0
3249.388,WV,Ohio County,ST JOHNS-ST VINCENTS HOME INC,3.249388
559.352,WV,Kanawha County,CRAIK PATTON INC,0.559352
1374.512,OH,Franklin County,ELK RIVERVIEW TERRACE APARTMENTS INC,1.374512
681.084,WV,Berkeley County,COMMUNITY NETWORKS INC,0.681084
3849.102,WV,Randolph County,YOUTH HEALTH SERVICE INC,3.849102
14662.051,WV,Taylor County,PRESTON-TAYLOR COMMUNITY HEALTH CENTERS INCORPORATED,14.662051
978.144,OH,Franklin County,EDGEWOOD VILLAGE INC,0.978144
4807.348,OH,Franklin County,KANAWHA VALLEY HOMES INC,4.807348
2896.708,WV,Kanawha County,HABITAT FOR HUMANITY INTERNATIONAL INC,2.896708
18189.652,WV,Greenbrier County,RAINELLE MEDICAL CENTER INC,18.189652
46.492,WV,Mason County,MAIN STREET POINT PLEASANT INC,0.046492
8469.38,WV,Randolph County,EMS INC,8.46938
817.014,WV,Jefferson County,JEFFERSON COUNTY COMMUNITY MINISTRIES INCORPORATED,0.817014
541.982,WV,McDowell County,PUBLIC DEFENDER CORPORATION 8TH JUCICIAL CIRCUIT,0.541982
778.324,WV,Mingo County,PUBLIC DEFENDER CORP FOR THE 30TH JUDICIAL CIRCUIT,0.778324
20347.025,WV,Randolph County,VALLEY HEALTH CARE INC,20.347025
2366.568,WV,Wood County,OIL GAS AND INDUSTRIAL HISTORICAL ASSOCIATION INC,2.366568
3930.769,WV,Raleigh County,GHENT AREA VOLUNTEER FIRE DEPARTMENT INC,3.930769
615.769,WV,Logan County,PUBLIC DEFENDER CORPORATION FOR THE SEVENTH JUDICAL CIRCUIT,0.615769
620.376,WV,Mercer County,PUBLIC DEFENDER CORPORATION FOR THE NINTH JUDICIAL CIRCUIT,0.620376
2500.914,WV,Preston County,WEST VIRGINIA MILITARY SUPPORT SERVICES INC,2.500914
4567.551,OH,Franklin County,PRESBYTERIAN HOUSING FOUNDATION OF WEST VIRGINIA INC,4.567551
1510.701,WV,Marion County,EAST FAIRMONT HIGH SCHOOL FOUNDATION INC,1.510701
696.694,WV,Kanawha County,PARALYZED VETERANS OF AMERICA,0.696694
5675.163,WV,Kanawha County,WEST VIRGINIA PUBLIC BROADCASTING FOUNDATION INC,5.675163
83.059,WV,Kanawha County,DISCOVER THE REAL WEST VIRGINIA FOUNDATION INC,0.083059
995.5,WV,Harrison County,PUBLIC DEFENDER CORPORATION FOR THE FIFTEENTH CIRCUIT OF WEST VIRGINIA,0.9955
479.948,WV,Lewis County,WEST VIRGINIA MUSEUM OF AMERICAN GLASS LTD,0.479948
11758.867,WV,Putnam County,CENTER FOR RURAL HEALTH DEVELOPMENT INC,11.758867
1787.254,WV,Hardy County,HARDY COUNTY CHILD CARE CENTER INC,1.787254
461.226,WV,Preston County,ALBRIGHT VOLUNTEER FIRE DEPARTMENT INC,0.461226
1871.107,WV,Mercer County,COMMUNITY CONNECTIONS INC,1.871107
802.845,WV,Berkeley County,NAR ROBERTS JR INCORPORATED,0.802845
79687.402,WV,Wood County,PARKERSBURG AREA COMMUNITY FOUNDATION INC,79.687402
156.275,WV,Kanawha County,APPALACHIAN CHILDRENS CHORUS INC,0.156275
19133.99,WV,Ohio County,CHILDRENS HOME OF WHEELING FOUNDATION INC,19.13399
30.911,WV,Ohio County,ORCHARD PARK RESOURCES INC,0.030911
336.295,WV,Tucker County,TUCKER COUNTY FAMILY RESOURCE NETWORK INC,0.336295
82.306,WV,Wood County,VOICES FOR CHILDREN FOUNDATION,0.082306
0,WV,Cabell County,CABELL MIDLAND HIGH SCHOOL ATHLETIC BOOSTERS INC,0
1367.885,WV,Ohio County,FLORENCE CRITTENTON SERVICES INC,1.367885
2809.819,WV,Ohio County,CRITTENTON FOUNDATION INC,2.809819
23858.3,WV,Wood County,SISTERS OF ST JOSEPH CHARITABLE FUND INC,23.8583
86.143,WV,Monongalia County,MOUNTAINEER HOCKEY INCORPORATED,0.086143
172.68,WV,Kanawha County,WEST VIRGINIA CASA ASSOCIATION INC,0.17268
682.482,WV,Hancock County,GREATER WEIRTON SENIOR CITIZENS CENTER INC,0.682482
153.287,WV,Calhoun County,MID-OHIO VALLEY RURAL HEALTH ALLIANCE,0.153287
378.027,WV,Fayette County,NEW RIVER HUMANE SOCIETY INC,0.378027
857.572,WV,Greenbrier County,PUBLIC DEFENDERS CORPORATION 11TH JUDICIAL CIRCUIT,0.857572
1239.071,WV,Kanawha County,CRAIK-PATTON HOUSE FOUNDATION INC,1.239071
843.469,WV,Raleigh County,FORWARD SOUTHERN WEST VIRGINIA INC,0.843469
147.328,WV,Hardy County,EASTERN WORKFORCE OPPORTUNITY REGIONAL CENTER & SERVICES INC,0.147328
403.924,WV,Monongalia County,WEST VIRGINIA WOMEN WORK INC,0.403924
274.111,WV,Preston County,PUBLIC DEFENDER CORPORATION FOR THE EIGHTEENTH JUDICIAL CIRCUIT,0.274111
640.222,WV,Lewis County,LEWIS COUNTY FAMILY RESOURCE NETWORK INC,0.640222
1562.444,WV,Greenbrier County,SOUTHEASTERN APPALACHIAN RURAL ALLIANCE INC,1.562444
1553.686,WV,Barbour County,BELINGTON VOLUNTEER FIRE DEPT INC,1.553686
123.995,WV,Greenbrier County,GREENBRIER COUNTY CHILD & YOUTH ADVOCACY CENTER,0.123995
4.116,WV,Upshur County,BUCKHANNON RIVER WATERSHED ASSOCIATION INC,0.004116
1830.875,WA,Whatcom County,CORNERSTONE CHRISTIAN SCHOOL SOCIETY,1.830875
993.387,,,PERQUIMANS COUNTY SCHOOLS FOUNDATION INC,0.993387
837.909,TN,Washington County,EAST TENNESSEE STATE UNIVERSITY RESEARCH FOUNDATION,0.837909
1129.716,PA,York County,DALLASTOWN AREA EDUCATIONAL FOUNDATION,1.129716
194.392,CA,San Mateo County,HALF MOON BAY HIGH SCHOOL PTO,0.194392
62.482,GA,Glynn County,DRIFTWOOD EDUCATION ENVIRONMENT INC,0.062482
470.413,FL,Pinellas County,ABILITIES AT SAN JUAN INC,0.470413
776.252,ME,Oxford County,MAHOOSUC KIDS ASSOCIATION INC,0.776252
489.631,VT,Rutland County,HOMELESS PREVENTION CENTER,0.489631
214.58,CA,Los Angeles County,SHARK FUND,0.21458
5825.632,NY,New York County,CUNY TV FOUNDATION,5.825632
1556.321,ME,Oxford County,BLACK MOUNTAIN OF MAINE,1.556321
461.329,VA,Arlington County,ENCORE LEARNING INC,0.461329
445.184,CO,Broomfield County,THE ALIBI PRESERVATION FOUNDATION,0.445184
1497.61,NY,St. Lawrence County,POTSDAM VOLUNTEER FIRE DEPARTMENT INC,1.49761
449.214,NY,Nassau County,HEWLETT FIRE DEPARTMENT,0.449214
698.27,CA,Orange County,BECKMAN HIGH SCHOOL SUPER BOOSTERS CLUB,0.69827
491.514,MA,Suffolk County,NEW ENGLAND REGIONAL FELLOWSHIP CONSORTIUM INC,0.491514
185.883,SC,Abbeville County,DIXIE HIGH SCHOOL FOUNDATION INC,0.185883
1580.631,CA,Santa Clara County,BAY AREA WOMENS SPORTS INITIATIVE INC,1.580631
1078.749,TN,Davidson County,NATIONS MINISTRY CENTER,1.078749
2823.861,ME,Penobscot County,GARDNER COMMONS DEVELOPMENT CORPORATION,2.823861
710.004,OH,Franklin County,GAHANNA CHRISTIAN ACADEMY,0.710004
450.416,WV,Ohio County,WOMANS CLUB OF WHEELING,0.450416
1105.545,WV,Cabell County,CABELL HUNTINGTON HOSPITAL AUXILIARY INC,1.105545
901.425,WV,Hardy County,MOOREFIELD HIGH SCHOOL SCHOLARSHIP FUND INC,0.901425
24729.641,WV,Gilmer County,GLENVILLE STATE UNIVERSITY FOUNDATION,24.729641
394.221,WV,Cabell County,CULLODEN VOLUNTEER FIRE DEPARTMENT INC,0.394221
38139.381,WV,Marion County,FAIRMONT STATE FOUNDATION INC,38.139381
1585.072,WV,Berkeley County,SOUTH BERKELEY VOLUNTEER FIRE COMPANY,1.585072
758.767,WV,Berkeley County,GENERAL ADAM STEPHEN MEMORIAL ASSOCIATION INC,0.758767
645.291,WV,Monongalia County,SERVICE LEAGUE OF MORGANTOWN,0.645291
4494.036,WV,Upshur County,MOUNTAIN CAP OF WEST VIRGINIA INC,4.494036
397.865,WV,Wood County,ARTSBRIDGE INC,0.397865
70.147,WV,Berkeley County,LITTLE LEAGUE BASEBALL INC,0.070147
2560.614,OH,Franklin County,WEST VIRGINIA HOMES INC,2.560614
209.483,WV,Wetzel County,TOWN & COUNTRY DAYS INC,0.209483
4848.934,ME,Hancock County,CHARLES D NELSON TR,4.848934
17105.214,NC,Buncombe County,ASTON PARK HEALTH CARE CENTER INC,17.105214
2821.556,NC,Wilkes County,CHAMPION FIRE DEPARTMENT,2.821556
3338.216,NC,Forsyth County,SOUTHWEST ATHLETICS INC,3.338216
7087.432,NC,Randolph County,GUIL-RAND FIRE PROTECTIVE ASSOCIATION INC,7.087432
125480.419,NC,Mecklenburg County,DISCOVERY PLACE INC,125.480419
22564.161,NC,Guilford County,CHILDRENS HOME SOCIETY OF NORTH CAROLINA INC,22.564161
2168.641,NC,New Hanover County,UNITED WAY OF THE CAPE FEAR AREA INC,2.168641
10289.826,NC,Mecklenburg County,SAFE ALLIANCE INC,10.289826
2478.551,NC,Wayne County,WAYNE COUNTY PUBLIC LIBRARY INC,2.478551
404243.208,NC,Rowan County,CATAWBA COLLEGE,404.243208
516.061,NC,Randolph County,ASHEBORO PUBLIC LIBRARY FOUNDATION,0.516061
1669.213,NC,Pitt County,SERVICE LEAGUE OF GREENVILLE INC,1.669213
7777.637,NC,Catawba County,SIPES ORCHARD HOME,7.777637
3156.073,NC,Wayne County,WAYNE COUNTY MEMORIAL ASSOCIATION INC,3.156073
458.31,NC,Mecklenburg County,CHARITY LEAGUE INC,0.45831
244.297,NC,Northampton County,PINE FOREST REST INC,0.244297
6632.215,NC,Guilford County,PINECROFT SEDGEFIELD FIRE DISTRICT INC,6.632215
5123.057,NC,Cabarrus County,CHURCH OF GOD CHILDRENS HOME OF NORTH CAROLINA INC,5.123057
45623.697,NC,Buncombe County,CHRIST SCHOOL INC,45.623697
1045.296,NC,Guilford County,CAMP RAINBOW INC,1.045296
2625.929,NC,Mecklenburg County,CARE RING INC,2.625929
255177.582,NC,Mecklenburg County,CHARLOTTE COUNTRY DAY SCHOOL,255.177582
77304.858,NC,Mitchell County,PENLAND SCHOOL OF CRAFT,77.304858
697.749,NC,Wake County,THE GARDEN CLUB OF NORTH CAROLINA INC,0.697749
17646.906,NC,Nash County,FREE WILL BAPTIST CHILDRENS HOME INC,17.646906
1576.205,NC,Wake County,RALEIGH LITTLE THEATRE,1.576205
607.076,NC,Pitt County,UNITED WAY OF PITT COUNTY INC,0.607076
7663.953,NC,Mecklenburg County,JUNIOR ACHIEVEMENT OF CENTRAL CAROLINAS,7.663953
1713.353,NC,Guilford County,JUNIOR LEAGUE OF GREENSBORO INC,1.713353
2815.777,NC,Macon County,HUDSON LIBRARY OF HIGHLANDS NC INC,2.815777
5503.365,NC,Wake County,HILLTOP HOME INC,5.503365
4076.111,NC,Buncombe County,IRENE WORTHAM CENTER INC,4.076111
72454.288,NC,Mecklenburg County,CHARLOTTE CHRISTIAN SCHOOL,72.454288
1276.417,NC,Alamance County,ALAMANCE COUNTY ARTS COUNCIL INC,1.276417
204449.008,NC,Guilford County,FRIENDS HOMES INC,204.449008
196.925,NC,Guilford County,GREENSBORO SWIMMING ASSN,0.196925
28651.761,NC,Wake County,NORTH CAROLINA BAR FOUNDATION,28.651761
730.403,NC,Forsyth County,MENTAL HEALTH ASSOCIATION OF FORSYTH COUNTY,0.730403
42801.34,NC,Henderson County,BLUE RIDGE COMMUNITY HEALTH SERVICES INC,42.80134
2693.019,NC,New Hanover County,CHILD DEVELOPMENT CENTER INC,2.693019
5868.476,NC,Wake County,COMMUNITY WORKFORCE SOLUTIONS INC,5.868476
960.791,NC,Catawba County,HICKORY COMMUNITY THEATRE INC,0.960791
917.427,NC,Davidson County,WORKSHOP OF DAVIDSON INCORPORATED,0.917427
2044.423,NC,Gaston County,GASTON SKILLS INCORPORATED,2.044423
2257.029,NC,Wayne County,WAYNE OPPORTUNITY CENTER INC,2.257029
11961.611,NC,Haywood County,MOUNTAIN PROJECTS INC,11.961611
1055.839,NC,Pasquotank County,ALBEMARLE EDUCATIONAL FOUNDATION INC,1.055839
1899.287,NC,Wilkes County,BLUE RIDGE OPPORTUNITY COMMISSION INC,1.899287
25348.763,NC,Durham County,DURHAM EXCHANGE CLUB INDUSTRIES INC,25.348763
791.773,NC,Northampton County,NORTHEAST ACADEMY A CHRISTIAN SCHOOL,0.791773
881.924,NC,Iredell County,I CARE INC,0.881924
107.172,NC,Alamance County,ALAMANCE COUNTY COMMUNITY SERVICES AGENCY INC,0.107172
390.106,NC,Burke County,BURKE COUNCIL ON ALCOHOLISM AND CHEMICAL DEPENDENCY INC,0.390106
49577.577,NC,Guilford County,GOODWILL INDUSTRIES OF CENTRAL NORTH CAROLINA INC,49.577577
1787.138,NC,Henderson County,HENDERSON COUNTY UNITED WAY INC,1.787138
8518.843,NC,Rowan County,ROWAN VOCATIONAL OPPORTUNITIES INC,8.518843
6644.972,NC,Forsyth County,WINSTON SALEM RESCUE MISSION,6.644972
2184.755,NC,Wilkes County,WILKES VOCATIONAL SERVICES INC,2.184755
498.751,NC,Cumberland County,BOYS AND GIRLS CLUBS OF CUMBERLAND COUNTY INC,0.498751
1742.612,NC,Craven County,THE NEW BERN HISTORICAL SOCIETY FOUNDATION INC,1.742612
718.415,NC,Carteret County,NORTH CAROLINA STATE ELKS ASSOCIATION,0.718415
496.528,NC,Durham County,DUKE MEMORIAL WEEK DAY SCHOOL INC,0.496528
847.692,NC,Beaufort County,PUNGO CHRISTIAN ACADEMY INC,0.847692
474.808,NC,Burke County,BURKE COUNTY UNITED WAY,0.474808
512.01,NC,Wilkes County,WILKES DAY CARE ASSOCIATION INC,0.51201
8763.991,NC,Wayne County,WAYNE COUNTRY DAY SCHOOL,8.763991
4527.761,NC,Onslow County,CAROBELL INC,4.527761
2925.619,NC,Halifax County,HALIFAX ACADEMY A CHRISTIAN SCHOOL INC,2.925619
795.716,NC,New Hanover County,THALIAN ASSOCIATION OF WILMINGTON INC,0.795716
59.669,NC,Halifax County,HOBGOOD ACADEMY INC,0.059669
2867.016,NC,Davidson County,HASTY FIRE DEPARTMENT INC,2.867016
3536.207,NC,Guilford County,MCLEANSVILLE FIRE DEPARTMENT INC,3.536207
5494.476,NC,Guilford County,ASBERRY COURTS INC,5.494476
36.882,NC,Iredell County,NORTH IREDELL RECREATION CLUB,0.036882
2159.778,NC,Alamance County,RESIDENTIAL TREATMENT SERVICES OF ALAMANCE INC,2.159778
3409.269,NC,Cumberland County,WESTAREA VOLUNTEER FIRE DEPARTMENT INC,3.409269
10017.426,NC,Alamance County,RALPH SCOTT LIFESERVICES INC,10.017426
2407.914,NC,Davie County,NORTHWEST CHILD DEVELOPMENT CENTERS INC,2.407914
387.652,NC,Mitchell County,SPRUCE PINE MONTESSORI SCHOOL INC,0.387652
17002.321,TN,Shelby County,UNITED WAY OF THE MID-SOUTH,17.002321
7400.065,NC,Guilford County,ALAMANCE COMMUNITY FIRE DISTRICT INC,7.400065
195.623,NC,Wayne County,PROTESTANT SCHOOL KINDERGARTEN OF GOLDSBORO NC INC,0.195623
948.292,NC,Henderson County,SINGING CRUSADE FOR CHRIST INC,0.948292
292.989,NC,Guilford County,NORTH CAROLINA THEATRE CONFERENCE,0.292989
675.487,NC,Catawba County,WESTERN PIEDMONT SYMPHONY-THE UNIFOUR ORCHESTRA INC,0.675487
545.591,NC,Orange County,RAINBOW SOCCER LTD,0.545591
19123.112,NC,Durham County,LINCOLN COMMUNITY HEALTH CENTER INCORPORATED,19.123112
0,NC,Buncombe County,SWANNANOA VALLEY MEDICAL CENTER INC,0
9556.651,NC,Forsyth County,HORIZONS RESIDENTIAL CARE CENTER INC,9.556651
5325.378,NC,Edgecombe County,POSITIVE ACTION FOR CHRIST INC,5.325378
530.06,NC,Henderson County,HENDERSONVILLE SYMPHONY ORCHESTRA INC,0.53006
6153.882,NC,Cherokee County,INDUSTRIAL OPPORTUNITIES,6.153882
829.539,NC,Washington County,ROANOKE DEVELOPMENTAL CENTER INC,0.829539
14533.335,NC,Forsyth County,FORSYTH TECHNICAL COMMUNITY COLLEGE FOUNDATION INC,14.533335
14533.335,NC,Forsyth County,FORSYTH TECHNICAL COMMUNITY COLLEGE FOUNDATION INC,14.533335
8339.769,NC,Catawba County,CATAWBA SCIENCE CENTER INC,8.339769
982.181,NC,Buncombe County,MOUNTAIN AREA RESIDENTIAL FACILITY INC,0.982181
1930.08,NC,Guilford County,PLEASANT GARDEN FIRE DEPARTMENT INCORPORATED,1.93008
35527.472,NC,Cumberland County,FAYETTEVILLE AREA HEALTH EDUCATION FOUNDATION INC,35.527472
756.104,NC,Moore County,THE ARTS COUNCIL OF MOORE COUNTY INC,0.756104
4485.358,NC,Chatham County,CHATHAM COUNTY COUNCIL ON AGING INC,4.485358
224.848,NC,Cumberland County,FAYETTEVILLE FAMILY LIFE CENTER INC,0.224848
2905.447,NC,Person County,PERSON COUNTY GROUP HOME INC,2.905447
8718.725,NC,Guilford County,SUMMERFIELD FIRE DISTRICT INC,8.718725
